sample_id,Necropsied_by,Sample_condition,Death_year,Death_month,Death_day,Death_date,Submitters_name,Address,Location,UTM_zone,UTM_easting,UTM_northing,Location precision,Animal_detailsSpecies,Sex,Age Class (estimate),Age Class (actual),Age,CC,Age Range,Aging Notes,Nutritional_condition,External_observations,Weight_kg,Total_length_mm,Length_of_tail_mm,Length_of_hindfoot_mm,Height_of_ear_notch_mm,Chest_girth_mm,Internal_observations,General_comments,Disposition_of_carcass,Necropsy_Form_Notes,Photo_Number,SI_Muscle(2),SI_Muscle(3),SI_Skin(4),SI_Skin(5),Hair_Top,Hair_Bottom,Nobuto(6),Skull(7),GI(8)_shipped_to_Nagorsen,GI(8)_frozen_prey_remains,GI(8)_dried_ETOHpreyremains,SI_Femur(9),SI_Femur(9)a,PM4(10)_shipped_to_Matson's,SI FemaleReprOrg,muscle_c13,muscle_n15,bone_c13,bone_n15,bothair_c13,bothair_n15,tophair_c13,tophair_n15,AREA,salmon,salmon_sd,coast,coast_sd
14-4936,R. Weir,Frozen,2014,1,26,26/01/2014,James Alton,QCC,Trapline TR0613T009,8,679511,5919512,<1 km,M-MACA,F,Adult,Adult,4,B,3-5,BR,Good,,0.8,585,191,76,na,128,adhesions in gut,,HG Landfill,25 S mainline,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,UBC,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,MFLNR,-25.02882222,9.200312981,-21.84951861,6.85601334,-22.6729634,7.828495431,-23.10126865,6.89595953,490800,0.141441808,0.014677832,10035.67852,499.8728804
14-4985,R. Weir,Frozen,2014,2,14,14/02/2014,Lenny Morgan,QCC,Trapline TR0613T012,9,303220,5912148,<100 m,M-MACA,M,Juvenile,Adult,2,A,,BR,Good,,1.05,643,213,82,na,135,,,HG Landfill,near transfer station,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,UBC,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,,-23.28322195,9.405541303,-23.47036011,6.464956388,-24.02354609,7.276687337,-23.15517435,7.432934073,1520900,0.235383769,0.084792379,391.7482064,257.5252806
14-4986,R. Weir,Frozen,2014,1,9,09/01/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,687539,5952717,<1 km,M-MACA,F,Juvenile,na,,,,,Good,,,,180,80,na,124,"head missing
starting to decompose
rep organs not collected",,HG Landfill,between Port Clements and Kumdis,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,no skull,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,NC,-25.02779961,8.173150334,-25.08506593,6.750846588,-22.80821769,6.670489556,-22.97385519,6.247238903,3071800,0,0,586.2921493,314.6513134
14-4987,R. Weir,Frozen,2014,2,25,25/02/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,689636,5959018,Trapline,M-MACA,F,Adult,na,,,,,Excellent,no skull,,,195,75,na,126,skull missing,,HG Landfill,"no specific location

RW: used centre of trapline as coordinates",,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,no skull,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,MFLNR,-25.30288249,7.72797845,-20.97416194,5.092683427,-22.39853441,6.247238903,-23.15713455,6.097914491,3140500,0.02495071,0.010813419,1331.795037,492.5358405
14-4988,R. Weir,Frozen,2014,1,18,18/01/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,689862,5949778,<1 km,M-MACA,F,Adult,na,,,,,Good,,,,,76,na,135,"No skull, no tail",,HG Landfill,near Eli Tingley,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,no skull,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,MFLNR,-27.82157814,9.397373012,-21.82702113,8.037352488,-20.93131941,8.337780679,-21.14008146,8.588962141,3140100,0.064914473,0.011253787,3720.064701,498.0421843
14-4989,R. Weir,Frozen,2014,2,28,28/02/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,689639,5959018,Trapline,M-MACA,F,Adult,na,,,,,Good,no skull,,,195,82,na,124,"no skull, 
adhesion in abdomen",,HG Landfill,"No location

RW: used centre of trapline for UTM",,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,no skull,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,MFLNR,-24.72715141,5.88398666,-21.80247842,7.850502822,-22.78371511,5.758720627,-22.93661126,5.592584856,6000,0.030793424,0.01247792,1334.285141,492.4393325
14-4990,R. Weir,Frozen,2014,2,14,14/02/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,689639,5959018,Trapline,M-MACA,M,Adult,na,,,,,Good,no skull,,,210,90,na,160,no penis (lost during skinning),,HG Landfill,"No location

RW: used centre of trapline for UTM",,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,no skull,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,,-25.10142774,9.353468445,-20.2112927,5.947290918,-22.90132753,6.736746084,-23.18163714,5.440293734,6000,0.030793424,0.01247792,1334.285141,492.4393325
14-4991,R. Weir,Frozen,2014,2,27,27/02/2014,Lenny Morgan,QCC,Trapline TR0613T027,8,689862,5949778,<1 km,M-MACA,M,Adult,Adult,4,A,,BR,Obese,,1.56,635,205,89,na,175,big and fat,,HG Landfill,Eli tingley,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,UBC,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,,-25.96349044,6.957095947,-20.56102632,7.969964084,-22.63963988,6.361951697,-23.57955918,5.816077023,3140100,0.064914473,0.011253787,3720.064701,498.0421843
14-4992,R. Weir,Frozen,2014,2,2,02/02/2014,Lenny Morgan,QCC,Trapline TR0613T012,9,303187,5942777,<100 m,M-MACA,M,Adult,Adult,3,B,3-4,BR,Excellent,"head removed post mortem, so no total length",1.43,,205,92,na,160,,,HG Landfill,Geikie 2 creek,,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,UBC,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,,-24.55330721,8.778624936,-20.81,7.43,-22.85722287,6.897937337,-23.79420186,6.220538512,3140300,0.118574012,0.030448174,2574.81761,495.3256298
14-4993,R. Weir,Frozen,2013,4,1,01/04/2013,Berry Wijdeven,Tlell,roadkill,9,304174,5941979,<100 m,M-MACA,F,Adult,Adult,4,A,,BR,Good,pelt on - carcass intact,0.98,595,190,83,32,150,lots of subdermal fat,,HG Landfill,"Geikie 1

Intact carcass with pelt",,MFLNR,MFLNR,Victoria,Victoria,DB_4_MOE,DB_4_MOE,,UBC,2014-07-16,Disposed of,MOE,MFLNR,MFLNR,2015-02-24,MFLNR,-24.49910872,6.859076449,-21.31571466,7.646295536,-22.81801873,5.144611619,-23.32277205,3.947049608,2353700,0.200646775,0.035115864,1657.441415,497.4637331
1790-S5,,,,,,01-04-2018,,,Study site 2-18C in Session 5,8,689478,5903556,,,F,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.90185715,10.22131789,-20.10185715,10.6131789,2407000,0.595375041,0.071427815,629.559551,395.8380017
18-11142,,,,,,01-01-2016,,,Q.C.C.,8,694323,5904597,,,F,,Adult,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.63939778,8.472416048,-20.91687489,8.1925248,-22.70966984,8.499455329,-23.00966984,8.599455329,1800700,0.48581239,0.11273091,343.0437108,260.5141015
18-11143,,,,,,01-06-2016,,,Hwy 16 opposite Mennonite colony between Port and Masset,8,689499,5956014,,,F,,Juvenile,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.95913979,7.702454993,-20.31745002,7.939686237,-22.89790196,7.028486961,-23.29790196,7.110486961,3140900,0,0,1786.993251,450.5172927
18-11144,,,,,,19/12/2016,,,Lawnhill,9,305462,5920993,,,M,,Juvenile,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.60011474,10.17881622,-21.64122368,10.38691381,-22.73712036,8.370973223,-23.33712036,8.470973223,2150100,0.213922804,0.041516209,522.4430517,324.2164029
18-11145,,,,,,01/05/2016,,,North of Watun River,8,691461,5976256,,,M,,Juvenile,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.32131419,7.341405687,-20.65547946,7.76384378,-23.05476207,7.578835511,-23.60476207,7.738835511,2437300,0.159365649,0.027794937,582.1088532,346.1074145
18-11146,,,,,,13/06/2017,,,Hwy 16 N. of Port Clements,8,691228,5962546,,,M,,Juvenile,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.25937712,7.058392975,-21.01240495,7.595284738,-20.90675903,10.27594808,-21.20675903,10.17594808,3142200,0.232788572,0.061618806,2637.564148,498.5237723
18-11147,,,,,,16/08/2016,,,Side of Road Kay Center & Skidegate,9,299903,5904136,,,M,,Juvenile,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.48883797,8.158188699,-21.50475216,8.650339481,-23.51063674,7.529263675,-24.01063674,7.649263675,1490400,0.141778767,3.10019E-08,355.858505,247.2902164
18-11148,,,,,,01-07-2017,,,"Riverside Farm, Tlell",9,304934,5936902,,,M,,Adult,,,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.42314293,6.949141744,-21.28954709,8.296573591,-23.19691653,6.501406823,-23.89691653,6.421406823,1781000,0.310797286,0.00639334,451.1782446,284.1762661
18-11149,,,,,,01-07-2017,,,"Riverside Farm, Tlell",9,304934,5936902,,,M,,Juvenile,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.78592595,7.384065692,-21.18,8.32,-22.10183694,7.823659683,-22.90183694,7.946659683,1781000,0.310797286,0.00639334,451.1782446,284.1762661
18-11150,,,,,,01-07-2017,,,"Riverside Farm, Tlell",9,304934,5936902,,,F,,Adult,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.36181449,7.453778382,-21.10163632,7.062554927,-22.04889666,7.067942096,-22.26889666,7.177942096,1781000,0.310797286,0.00639334,451.1782446,284.1762661
18-11151,,,,,,24/08/2017,,,Nina Main (15min from bridge deactivation),8,685984,5885916,,,M,,Adult,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.85206215,7.815868175,-21.22551046,7.865811595,-22.9488815,6.652145673,-23.9488815,6.521456727,3140100,0.552536994,0.020601006,4204.030461,483.8379756
18-11746,,,,,,28/09/2017,,,2 Km west of Naikoon Park Headquarters BC Parks,9,303480,5940430.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.16472936,6.538149019,-21.56039055,6.729598795,-24.18905668,6.800861182,-24.89056683,6.611800861,2928400,0.310730871,0.021797123,2550.299563,494.1579952
18-11810,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.6656423,9.045724888,-19.94687738,9.751175693,-20.03814621,12.13640944,-20.81462141,12.64094448,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11821,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.90604212,9.647126901,-19.88,9.68,-20.20873158,11.15711276,-19.44442965,11.07269721,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11822,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.93455368,10.15592549,-21.5467434,7.496438386,-22.22046239,9.44030855,-22.42204624,9.234030855,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11823,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,F,,Juvenile,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.01162884,9.773025939,-19.4471817,8.691958998,-20.23226059,11.62349269,-20.92322606,11.23492689,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11824,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.76178099,9.195555147,-20.37098885,7.635863767,-22.58516213,7.199459213,-22.85162133,7.321994592,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11825,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.27214197,11.06635241,-22.02544347,9.790714233,-22.81064853,8.58443562,-23.1064853,8.125844356,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11826,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.18186081,10.82599971,-20.56414852,8.750226321,-22.80966815,8.931438475,-22.95473779,8.801447538,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11827,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Juvenile,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.08467234,10.84160702,-19.95737519,8.828262914,-23.33024762,8.726069438,-23.03302476,8.626069438,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11828,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.01836867,9.95198986,-21.93726188,9.096708796,-24.72924366,8.791827997,-23.92924366,8.341827997,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11829,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.11318391,12.26811595,-19.17633824,12.21401058,-21.68713804,9.983575409,-21.2387138,9.635754092,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11830,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Juvenile,,,,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.72083954,8.606638989,-20.02351139,7.269612021,-20.63519498,11.55571079,-20.3519498,11.34555711,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11831,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.97654492,10.83848556,-21.93831166,10.60437578,-22.44398804,9.91174683,-22.02244399,9.549117468,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-11832,,,,,,01-01-2018,,,Sandspit area,9,308096.6,5899900.2,,,M,,Adult,,,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.98670776,9.656491293,-23.72503866,9.299603939,-24.5508153,9.978517059,-24.01550815,9.129785171,3141300,0.274401344,0.014251855,2582.900125,494.9709357
18-12405,,,,,,05/02/2018,,,QCE,8,698093,5904087,,,F,,Adult,,,,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.85896946,13.68734147,-20.87278409,8.273682857,-22.26555967,9.178285986,-22.1126556,9.017828599,1541800,0.151827934,0.014566279,363.6371233,225.1594705
18-13742,,,,,,22/08/2018,,,Pure Lake Park,8,691964.5,5972433.84,,,F,,na,,,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.87769804,5.059615695,-20.67962442,7.538057903,-22.18418849,6.015805161,-21.7643877,5.934625726,3141000,0.3214895,0.025560043,1311.986253,498.764891
18-13815,,,,,,01-08-2018,,,Balance Rock Road,9,301802.11,5907520.54,,,M,,Adult,,,,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.9996401,10.03730987,-20.88433168,9.803200088,-21.71262781,9.927933552,,,1762000,0.152214162,0.015965391,457.7222212,302.6966689
1822-S4,,,,,,01-03-2018,,,Study site 6-17 in Session 4,8,688106,5910960,,,M,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.43810579,9.91174683,-21.85648063,10.28835899,1571900,0.85965582,0.035222464,7561.242177,499.4158947
18-GH-01,,,,,,23/03/2018,,,52.32574 / 131.35263,9,339676.94,5799875.33,,,F,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.03326118,12.74846987,-19.24326118,12.85846987,2394200,0.11240574,0.018616366,473.0017801,274.9060429
18-GH-02,,,,,,24/03/2018,,,Trap 18 - 52.42998 / 131.42528,9,335115.72,5811630.26,,,na,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.06458267,9.045757199,-22.29458267,9.137757199,1678100,0.193661139,0.004860384,430.191856,275.5226343
18-GH-03,,,,,,01/04/2018,,,Trap 20 - 52.41438 / 131.42857,9,334833.77,5809902.97,,,F,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.13910806,8.999220373,-21.54910806,9.119220373,1464800,0.171061839,0.013294475,367.0376809,243.553873
18-GH-04,,,,,,02/04/2018,,,52.42998 / 131.42528,9,335115.72,5811630.26,,,M,,na,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.07832477,10.32046156,-21.53832477,10.39246156,1678100,0.193661139,0.004860384,430.191856,275.5226343
